리뷰내용,별점,리뷰동조자수
인스타그램 광고를 보고 설치하게 되었는데 아이디어와 현재 앱 구도? 라고 해야되나 전체적으로 다 좋은것같아요!! 근데 가끔 앱 들어갈때나 검색창을 이용할때 계속 로딩창만뜨고 그 뒤로는 안넘어가질때가있어요ㅜㅠ 점점 많은 유저가 생길거같으니 이 점 참고하고 개선되면 유저들이 사용하기에 더할 나위없이 좋은 앱이 될거같아요!! 많이 많이 번창하시길♡홧팅!!♡♡💗👉👉,4,0
검색하면 왠만한 쇼핑몰 다 모아놔서 편함,5,0
쇼핑몰 이름을 잘 모르는데 많이있어서 좋아용,5,0
찾아보기편하고유용한거같아요 너무좋아요,5,0
내가 원하는 스타일에 옷 신발 악세사리 등등 다 찾아볼 수 있어서 좋아요,5,0
완전 편리하게 모든 쇼핑몰들을 간단히 이앱으로 볼수있어서 좋아요,5,0
"""비슷한상품"" 이 되게 좋은 기능인것같아요 덕분에 쇼핑 편하게 하고있습니다:)",5,0
개인적으로 옷비교해가면서 살수있어서 좋아요~,5,0
예쁜 옷이 많아요 비슷한 옷 찾는것도 편하고요 예상금액 안으로 선택할 수 있어서도 좋아요,4,0
전체적으로 볼수있어서 너무 좋은거같아영♡,4,0
비슷한 제품 찾기 기능 너무 유용한것같아요 잘쓰고있어용,5,0
보고 어떻게입는다던지 마음에드는옷 찾리도하고 좋네요,5,0
비슷한 옷 찾는 기능도 좋고 쇼핑몰이 다양해서 좋아요 그리고 옷 종류 검색해서 가격비교하는것도 좋고 그냥 다 좋아요ㅎㅎ,5,0
아니 악세사리 &lt;비슷한상품&gt;보기도좀 해달라구요.........이게 그렇게 어려운건 아니잖아요.... 옷은 잘보고있는데 악세사리나 옷 외에 다른상품들 볼때는 너무불편해요....,3,0
완전 좋아요 믿고 써보시길!,5,0
진짜 좋음 가격대도 정할 수 있음,4,0
잘 쓰고 있습니당~ 좋아요,4,0
예쁜 옷 찾기에 정말 좋아요!,5,0
여기에서 내 개성을 확실히 찾음,5,0
남자옷도 보여줘서 너무좋아요,5,0
그냥 너무 좋음~~많은쇼핑몰옷들을 한번에 볼수있는게 큰 장점!!,5,0
옷보기에 넘 간편해요,4,0
잘사용하고있어요 짱,5,0
좋ㅇㅏ요 편리해요,4,0
찾기도 쉽고 가격도 비교할 수있고 간편하게 할 수있어서 너무 좋아요👍👍👍,5,0
와느전 좋아요.. 잘 씁니당,5,0
조아여!옷도이뿌고 좋다는말밖에 안나옴!  님이짱 먹으셈!,5,0
좋아요!! 비슷한 옷 찾기 편함,5,0
방법도 간단하고 좋아요!!,5,0
좋아유~~^쉅게 알아볼수있어서 좋은거같애요😇,4,0
다양한 쇼핑몰을 볼수 있어서 좋아요!!,4,0
쇼핑하기에 좋아요.,5,0
옷 보여주는앱중에선 제일 좋아여~~,4,0
잘쓰고있습니다~!,5,0
옷 구매하는데 편리하고 좋은거 같아요👍👍,5,0
너무 좋아요 !,4,0
좋아요~~~~이 앱만큼 좋은게없습니당,5,0
고냥 개꿀임,5,0
말이 필요없음 굿,5,0
편하고 좋아요👍,5,0
감사합니다~,5,0
쩜.,3,0
너무너무 조아요ㅠㅠ짱짱,5,0
좋어용,5,0
걍 그럼,3,0
좋아요 ♡,5,0
제트보다나아요,4,0
너므 좋다,5,0
진짜좋아요,5,0
편해서좋아요,5,0
은근좋다,4,0
좋아요,4,0
좋음,5,0
좋아요,4,0
좋아요,5,0
좋음,4,0
좋음,5,0
좋아요,4,0
좋습니다,4,0
좋아요,5,0
좋네요,5,0
좋아요,4,0
좋아요,5,0
좋음,5,0
굿굿,5,0
짱조아여!!!,5,0
짱조음,5,0
좋아용,5,0
짱임,5,0
비슷한 옷찾기 좋아요. 발전해서 악세사리 비교도 됐음 좋겠고 옷 스타일별로 볼 수 있음 좋겠어요. 캐쥬얼/여성스러운느낌 등등 나눠서 ㅠ,5,0
좋아요!! 근데 다만 안타까운 점은 비슷한 상품이 다들 타이틀(?)색만 똑같고 그리 비슷하진 않아요ㅠㅠ 이 점이 좀 안타까워요ㅠ,5,0
좋아요 한눈에보여서 편하구 같은 상품 가격비교도 할수있어서 좋아요,5,0
유효하지않는 사이트라고 뜨는데..괜히 업데이트한것같아요ㅜㅜㅜㅜ원래 이렇나요? 제폰만 그런건가요..왜지..고쳐주세요..아님 삭제하려구요~~,1,0
좋은데 바뀌기 전이 좀 더 좋아요,4,0
앱이 예뻐지고 심플해져서 좋은데 상품을 쫙 내리면서 볼때 있던 하트가 사라졌더라고요ㅠㅠ 일일히 들어가서 누르기는 귀찮고 하트 좀 만들어주셨음 해용,4,0
정말 제가 써본 스타일 앱 중에서 제일 좋은 앱인거 같아요~!!,5,1
비슷한 상품도 찾을수있고 평소에 남자옷을 즐겨입는데 다른 앱은 여자옷만나와서 찾기가 힘들었는데 여기서는 남자옷도 볼수있으니까 좋아요,4,0
좋아요!!! 쇼핑앱은 이거 쓰세요,5,0
좋아요!!,3,1
진짜 좋아요~,5,0
편하고이뻐요,5,0
짱좋아요,5,0
굿굿좋아요,4,0
좋음,4,0
개꿀,5,0
개꿀,5,0
good,5,0
좋다,5,0
좋아요,4,0
정말 짜증나 왜이렇게 잘만든거야 양심도 없어? 니네가 이렇게 만들면 다른 쇼핑앱은  뭐해먹고 살라고 어휴 정말 인간들,1,0
쇼핑잘안해서..어찌해야할지0고민이였는데 앱추천받아서 잘쓰고있어욥.,5,0
진짜 너무 좋아요  스타일닷컴 인생 앱이에여 ㅠㅠㅠ,5,0
여러가지 쇼핑몰 왔다갔다하고 회원가입 안해놔도 찜상품 해놓으면 나중에 다 알수있어서 좋네요,5,0
편해가지고 짱좋아요ㅎㅎ,5,0
왜 상품을누르면 사진이 안나오죠 ? 처음에는나왔는데 안나오내ㅔ요,1,1
이앱 좋음,5,0
좋음,5,0
쇼핑몰홈에서 검색과 인기상품을 동시에 볼수있다는점과 비슷한상품을 찾을 수 있어서 너무나편리해요!!! 감사합니다 근데 상품을 검색해서 쇼핑몰 홈페이지로 들어갔을때 스타일닷컴의 쇼핑몰홈으로 가는배너도 만들어주세요!!,5,0
"저번에 즐겨찾기 쇼핑몰끼리 묶어서 볼 수 있었으면 좋겠다고 했는데 이렇게 업데이트해주셔서 감사합니다^^ 이젠 정말 잘 쓰고 있어요~ 근데..죄송하지만 또 건의사항이 있다면..여기 스타일 닷컴에 없는 쇼핑몰을 추가 요청할 수 있게 해주시면 좋을 거 같아요😊 뭐, 꼭 없어도 되고요. 지금도 잘 쓰고 있어요. 만족합니다☺",5,5
스타일센스랑 이거 두개써요 좋은거같아요,5,0
너무 좋아요 옷 여러벌 시킬때 쇼핑몰 하나하나 찾지 않아도되고 편햐요,5,0
다른포털사이트 보다 퀄러티가 높은 디자인들이 많읏것 같아요~^^♡,5,0
좋아요!,5,0
간편하고좋네요ㅋ,5,0
굿굿,5,0
아주좋소,5,1
예전에 쓰던 버전이 더 좋은 거 같아요ㅠㅠ 지금은 너무 어렵고 힘드네요ㅜㅠㅠㅠㅠ 잘 안들어가게되요,1,2
후기 원래 1도 안쓰는데 시간도 남아돌겸 씀. 밑에 댓글대로 업뎃 되서 적응 안되긴 한데 스닷 깔고 나서 인터넷 쇼핑 안하던 내가 인터넷 쇼핑만 하게 됐네여. 특히 비슷한 상품 찾기 기능 너무 좋슴다,5,11
이전UI가 더 쓰기편합니다 정리는 더 된것같지만 직관적이지않고 상단바가  너무줄어들어요 로딩모션때문에 렉이많았나보네요 아쉽.. 귀여웠는데 수정된 아이콘이 다른 비슷한 앱들하고 겹칠것같아요,4,1
"유행에 뒤떨어지지않게 추천도 해주고 솔직히 다른 비슷한 어플들 (스타일쉐x,지그재x) 도 깔아봤는데 저한텐 이 어플이 제일 잘맞는거 같아요 제일 편한건 비슷한 상품 찾아주는거!! 가격비교해서 최저가로 사면 꿀입니다 호호호",5,10
리얼 이거 빨리 다운받아요!!!놓치면 안되는 앱임---!!!   이거 진심 개좋음ㅎㅎ 이걸로 내가 원하는 스타일의 옷 찾아서 비슷한 상품 누르면 똑같거나 비슷하게 약간의 차이가 있는 옷들이 전부 나오는데 그걸로 가격비교해서 살 수도 있어서 학생인 나한테는 너무 취.적.☆     개발자님 사랑합니다♥♥♥♥,5,0
한번에 해결 할수 있어저 참좇으네요!,5,1
업데이트 버전이 더 불편해요 한눈에 들어오지도 않고...,5,1
짱좋음ㄹㅇ,5,5
좋아요!,5,0
좋아요~😃,5,0
짱좋아요,5,0
좋음,5,0
여러개 소핑몰을 한눈에 볼 수 있어서 너무 좋은것 같네요.유용하게 잘 쓰고 있습니다,4,0
위시리스트에 담아놓고 일일이 주문하러 각각 사이트에 들어가기가 많이 힘든데 저의 상품을 사이트 별로 모아서 볼 수 있는 기능이 있으면 좋겠어요. 예를 들면 가장 많이 삼품을 담은 사이트부터  묶어서 한번에 볼 수 있다면 주문할때 훨씬 편리해지지 않을까요?,5,6
"자주이용하는 앱 중 하나이고ㅜ 제가 좋아하는 쇼핑몰을 일일이 다 설치하는것보다 한꺼번에 다봐서 좋고, 너무 비싼게 있으면 비슷한상품해서 싼거보고 하니깐 좋아요ㅠㅠㅠ",5,3
취향옷들을 여러 쇼핑몰로 한눈에볼수있어서 엄청유용한 앱인것같아요 적극추천♡ 그리고 자주 이용하는 쇼핑몰을 팔로우 해놓으면 팔로운된 쇼핑몰에서 신상옷이 올라올때마다 한눈에 체크할수 있는게 개이득!,5,40
진짜 완전좋아요ㅠㅜ 요즘 너무 옷사고싶었는데 잘됬어요!!진짜 꼭 다운하세요,5,41
그 옛날에 있던 코디 기능은 어디 갔어요?  저 그거 때문에 깔았다고 할 수 있는데 ... 그 기능 좀 제발 다시 추가해 주세요,1,0
좀더기능이많아졌으면...그리고 관심상품 지정하는 길게누르기 시간 너무 길어요..꾸우우욱 말고 꾸욱 눌러도 되게 해주셍,3,0
앱 통해서 여러 쇼핑몰을 한번에 보면서 마음에 드는 옷을 많이 찾게 되네요! 잘쓰고있습니다,5,0
좋아한 옷 보려고 my들어가면 앱사용중지돼는데 오ㅐ그런거에요? 고쳐주세여ㅠㅠ,4,0
튕겨지는것 빼고는 진짜 완벽하게 짱인 것 같아요! 유용하게 쓰고 있습니다♡,5,0
옷 검색해서 보기에 정말 편합니다 특히 비슷한옷 찾아주는거 정말 좋아요 최고예요!,5,0
정리가 잘 되어잇어서 정말 좋은 것 같아요 ㅎㅎ 쓰기 좋은 앱이라 생각합니다,5,0
너무 좋아요!! 인스타 광고보고 깔았는데 가격대비로 한번이 볼수 있는게 너무너무 편해요,5,1
제가 패션에 약간..아니 아니 아주 아주 예민한데...ㅋ 이게 이쑤니깐 학교에 갈깨 아주 편리하구 조아욬ㅋ 제작자님 따릉해엽!♡ 이런거 만드러 주셔셥ㅋㅋ,5,13
진짜 너무 좋아요ㅜㅜㅜ 돈이없는 저에게 가격대를 딱!! 알려주는 최고의 앱...ㅠㅠ 운영자님 사랑해요ㅠㅠㅠㅠ💕💕,5,4
찾는 옷 이름으로 검색해도 안나오고 찾는옷 앱안에 쇼핑몰에서 찾아도 안나오는데 쇼핑몰 사이트에 들어가면 나오고 찜도 안되고 비슷한 상품에서 전에 봤던 옷이 더 싸서  찾을려고 그 옷이랑 똑같이 생긴 옷으로 비슷한 상품 찾았는데 다른거 나오고 이거 빼면 다 좋아요 고쳐쥬세요,3,2
광고도 잘 안뜨고 앱하나로 여러 쇼핑몰을 볼수있어서 편리하네요 좋은앱입니다,5,0
옷사이트앱을 하나하나다운받지않고 하나에 다 통틀어있으니까 찾기쉽고 유용한앱이네요!!,5,0
쇼핑몰도 많이 있고 옷도 가격별로 볼 수 있어서 좋은 것 같아요,5,1
진짜 너무 간편하고 일일이 인터넷에 검색 안하고 간편하게 볼수있어서 좋은거같아요,5,2
이 쇼핑몰 어플 꼭 써보시길 강력추천!,5,0
"좋은데요, 엄청 좋은데요 데이터 겁나 먹어요.. 진짜.. 조심하세요ㅠ",3,0
예쁜  옷  빨리 찾을 수 있어서 굿 강추할게염,5,0
제가 원하는 상품들을 고를수가 있어서 좋은 것 같아요,5,0
여러 사이트 돌아다닐 필요없고 여기서 다 볼 수 있어서 좋아요,5,1
특정 상품 상세보기에서 스크롤이 안 되는 경우가 있음,4,0
비슷한 옷을 찾으려니까 비슷한 색의 옷만 줄줄 나오네요ㅋㅋㅋ 비슷한 모양의 옷을 찾길 바랐는데 아쉬워요 그래도 어느정도 도움되긴 함,3,0
이야~이앱 진짜 좋아요 베리베리 굿👍~진짜 예쁜옷을 다 한목에 볼수있어요 진짜 좋아요 여러분 다운 받으세용~^^,5,0
괜찮은거 같은데 그냥 쇼핑몰이름만 적혀잇으니 티를 말하는건지 바지를 말하는건지...;;,4,48
너무 조아요...특히 가격비교에 유용합니다ㅜㅜ,5,0
비슷한옷 검색하는부분이 좋음,5,0
비슷한 상품 볼수있어서 편한듯,5,0
옷을 다양하게 봐서 좋아요,5,0
딴건 괜찮은데 가격이 넘비싸네요,3,0
진짜진짜좋은것 가태요 짱짱조하요!,5,0
좋아여 다른 앱들보다 더,5,0
"옷도 다 예쁘고, 같이 입었던 옷도 볼수있고 진짜 싸요!!",5,2
"여러 쇼핑몰로 나뉘어져있고, 옷도 여러가지로 분류되어있어서 편리한것 같아요~!! 앞으로도 여러좋은기능 많이 만들어주세요~!",5,0
귀차니즘 환자인 저에게 딱인 앱!!★,5,0
이뿐옷도 많고 스타일도 볼수 있어서 좋아용~^^,5,0
진짜 내가 원하는 스타일이 한곳에 모여 잇슴!!!,5,0
넘 찾기도 쉽고 디게디게 조은거 같아요!!!,5,0
빵젛아여 ㅎㅎ,5,0
코디가 좋아요~~,5,0
오늘 시작함,5,25
진짜 너무너무 좋아요ㅠ,5,0
좋음!,4,0
너무 좋음.,5,0
조아♡♡,5,0
짱 좋음ㅎㅎㅎㅎㅎ,5,0
쓰담쓰담해,5,0
사랑해요,5,0
너무 좋다,5,0
유용해요,5,0
정말 편하네요!,5,0
굿,5,7
좋아요,5,0
좋아요,4,0
좋아요,5,0
좋아요,5,0
좋아요,5,0
좋음,5,0
조음조음 ㄹㅇ 조음,5,0
도아용❣,5,0
쨩!!!,5,0
편해요,5,0
Good,5,0
bbb,5,0
Good,5,0
쇼핑몰 팔로우하는거 반대로 블랙리스트같은거 있으면좋겠어요,5,36
ㄱㅊ,4,12
♡♡&gt;♡,5,5
♡♡♡♡♡♡,5,0
정말 좋은 앱입니다 만들어주셔서 감사합니다 . 다만 카테고리를 더욱 세분화하시면 좋은 것 같습니다. 하의를 치마. 바지로 나눠주세요,5,0
이쁜 옷 등 맘에드는것도 많을 뿐더러 비슷한 옷도 찾을수 있고 가격비교 등등 너무 좋은것 같아요♡,5,0
가끔식 까먹어서 안들어갈때도 알림뜨니까 완젼 조음~,5,25
다 조은데 신발 가방도 가격비교되게 해주세요 그것만 되면 완벽함,5,19
코디도 괜찮고 옷 보는 눈이 없어서 선쉽게 옷 사고싶다라는 생각을 못하는데 여기 코디보고 옷 고르는데 많이 도움됬어요!! 감사합니다~,5,0
다른쇼핑몰앱에 비해 관리가 잘되는것 같음,5,85
똑같은 옷파는 곳을 분명히 여기서 봤는데  비슷한 옷찾기 기능을 누르면 비슷한옷이 없대요 여러개 눌러봤는데 다 없나네요.. 오류인건지...아님 기능을 못하는건지... 그 기능때문에 설치했는데 삭제 고민중입니다...,2,31
이쁜 옷 신발 찾기에 짱좋구 게다가 비슷한옷들을 모아서 가장싼 옷을 고를수있는 기능이 있어서 좋아요!👍👍,5,0
좋아요!!근데 비슷한상품에서는 색상만 같고 그 종류가 같은게 안나오네요 카라티를검색해서 비슷한상품을 누르면 색상만 같은 그냥티나 단가라티 등이 나와요.. 이것만 고쳐주셨으면 좋겠어요..!!,4,21
구매내역을 보여주는 기능이 있으면 좋겠어요!,4,0
이거쓰고나서다른거못써요최고임,5,0
이거 만든분한테 뽀뽀해주고 싶음 짱 좋음,5,0
편리하고 원하는 엇을 빨리 찾아내고 비슷한 옷끼리 가격비겨하기 편해요,5,26
멜빵 슬랙스 검색햇는데 안나오네요 옷 종류 중 제가 원하는게 없어서 좀 짜증나네요 멜빵슬랙스 추가 햇으면 좋겟습니다,1,0
여러옷 비교해서 구입하기 좋아요,5,1
간편하고 찾기 쉬워서 좋아요!,5,0
하핫 스탈두 알아볼수있는 좋은앱❤,5,0
다양해서 찾기되쉽고 좋은것같다,5,0
쇼필몰을 한번에 볼수 있어서 편해요,5,0
제가 맘에드는 상품들이 많은거같아요 옷도 이쁘고 맘에들어요 유욜게 쓸게요!!!,5,0
이것저것 쉽게찾을수있어서좋음,5,0
쇼핑몰 다 모아놔서 좋아용,5,1
이어플은잘못됬습니다 모델이 다 잘생기고 선이쁘고 몸매좋고 그런데 저는 안경쓴돼지난쟁이인데 그런모델은없네요 흥 옷만이쁘네 흥흥,5,0
진심으로 좋은거같아요♥,5,0
지그재그에서 갈아탐,5,0
다른 쇼핑몰들의 옷을 한번에 구매할수있나요?,5,2
가격비교 개꿀 ㄷㄷㄷ,5,0
진짜 좋아요 강추!!,5,0
이거 걍 쩔어욤,5,0
진심 넘 조음♥,5,0
되게 간편 합니다 ㅎㅎ,5,0
좋이요,5,0
다른 앱보다 편해요,5,0
완전 좋아요,5,2
아주 칭찬해,5,0
너무 조아요,5,0
넘좋다,5,0
굿굿,5,0
좋네요,5,0
좋다,5,0
좋아요,5,0
너무 ㄴ좋아용,5,3
개꿀,5,0
굳잡,5,0
좋아여,5,0
좋아여,4,0
쩔징,5,0
음..내가 찾던 앱인 것 같음 다른 사이트 안 들어가고 여기서 바로 볼 수 있으니까 좋은듯 dd,5,0
다좋아요~  단지 더많은제품이있었으면 하는바램뿐,5,0
구지 사이트 안 들어가도  여기서 다볼수 있으니까 넘 편리한듯,5,21
비슷한 상품 모아볼 수 있어 좋음! 비슷한 디자인보단 비슷한 색상 위주라는게 아쉬움...,4,0
최저가랑 고가랑 구별이 넘 힘들어요 ㅠ,4,0
다양한옷들을 한꺼번에 볼수있어서 너무좋아요ㅎ,5,0
신발이나 가방같은 물품도 같이 비슷한상품으로 찾을수있었으면 좋겠다,4,6
